"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (200,ma,0)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","RSI ‌rsi‌ (14)"
"Tue Sep 06 2022 12:55:00 GMT+0530 (India Standard Time)","17713.00","17714.95","17706.10","17706.10","-0.04","-0.04","0","17668.53","17615.57","17666.81","61.18"
"Tue Sep 06 2022 13:00:00 GMT+0530 (India Standard Time)","17706.05","17708.45","17693.50","17699.20","-0.04","-0.04","0","17669.11","17616.39","17666.81","57.37"
"Tue Sep 06 2022 13:05:00 GMT+0530 (India Standard Time)","17698.85","17699.90","17680.60","17684.60","-0.08","-0.08","0","17669.37","17617.04","17666.81","50.24"
"Tue Sep 06 2022 13:10:00 GMT+0530 (India Standard Time)","17684.60","17694.20","17682.85","17693.65","0.05","0.05","0","17669.92","17617.78","17666.81","54.05"
"Tue Sep 06 2022 13:15:00 GMT+0530 (India Standard Time)","17693.85","17699.80","17690.70","17691.25","-0.01","-0.01","0","17670.55","17618.48","17666.81","52.90"
"Tue Sep 06 2022 13:20:00 GMT+0530 (India Standard Time)","17691.05","17694.90","17686.85","17693.65","0.01","0.01","0","17671.34","17619.14","17666.81","53.96"
"Tue Sep 06 2022 13:25:00 GMT+0530 (India Standard Time)","17693.60","17700.70","17691.10","17698.00","0.02","0.02","0","17670.58","17619.71","17666.81","55.90"
"Tue Sep 06 2022 13:30:00 GMT+0530 (India Standard Time)","17697.85","17714.40","17697.85","17711.05","0.07","0.07","0","17669.94","17620.26","17666.81","61.18"
"Tue Sep 06 2022 13:35:00 GMT+0530 (India Standard Time)","17710.90","17714.15","17682.05","17692.65","-0.10","-0.10","0","17669.34","17620.88","17668.24","51.76"
"Tue Sep 06 2022 13:40:00 GMT+0530 (India Standard Time)","17693.30","17695.95","17688.15","17693.70","0.01","0.01","0","17669.28","17621.59","17668.24","52.22"
"Tue Sep 06 2022 13:45:00 GMT+0530 (India Standard Time)","17694.45","17694.50","17672.30","17679.15","-0.08","-0.08","0","17669.40","17622.34","17668.24","45.81"
"Tue Sep 06 2022 13:50:00 GMT+0530 (India Standard Time)","17678.85","17691.05","17673.70","17683.75","0.03","0.03","0","17669.55","17623.05","17668.24","47.98"
"Tue Sep 06 2022 13:55:00 GMT+0530 (India Standard Time)","17682.95","17699.00","17680.60","17696.25","0.07","0.07","0","17669.89","17623.75","17668.24","53.45"
"Tue Sep 06 2022 14:00:00 GMT+0530 (India Standard Time)","17696.10","17698.25","17685.50","17686.70","-0.05","-0.05","0","17670.27","17624.59","17668.24","49.20"
"Tue Sep 06 2022 14:05:00 GMT+0530 (India Standard Time)","17687.45","17692.75","17682.70","17692.10","0.03","0.03","0","17670.54","17625.50","17668.24","51.54"
"Tue Sep 06 2022 14:10:00 GMT+0530 (India Standard Time)","17692.45","17698.05","17691.05","17697.00","0.03","0.03","0","17671.10","17626.53","17668.24","53.63"
"Tue Sep 06 2022 14:15:00 GMT+0530 (India Standard Time)","17697.55","17705.45","17688.35","17688.35","-0.05","-0.05","0","17671.99","17627.46","17668.24","49.57"
"Tue Sep 06 2022 14:20:00 GMT+0530 (India Standard Time)","17688.10","17695.25","17685.05","17695.10","0.04","0.04","0","17673.06","17628.45","17668.24","52.59"
"Tue Sep 06 2022 14:25:00 GMT+0530 (India Standard Time)","17694.85","17704.80","17694.65","17703.75","0.05","0.05","0","17674.48","17629.47","17668.24","56.21"
"Tue Sep 06 2022 14:30:00 GMT+0530 (India Standard Time)","17704.00","17704.65","17688.15","17692.15","-0.07","-0.07","0","17676.03","17630.37","17668.24","50.62"
"Tue Sep 06 2022 14:35:00 GMT+0530 (India Standard Time)","17692.65","17696.60","17663.55","17664.95","-0.15","-0.15","0","17677.32","17631.03","17668.24","40.47"
"Tue Sep 06 2022 14:40:00 GMT+0530 (India Standard Time)","17665.25","17668.95","17639.45","17641.05","-0.14","-0.14","0","17678.32","17631.57","17710.88","34.01"
"Tue Sep 06 2022 14:45:00 GMT+0530 (India Standard Time)","17641.15","17666.60","17637.55","17661.90","0.12","0.12","0","17679.40","17632.24","17689.01","42.61"
"Tue Sep 06 2022 14:50:00 GMT+0530 (India Standard Time)","17660.55","17663.45","17642.70","17661.75","0","0","0","17680.52","17632.85","17689.01","42.57"
"Tue Sep 06 2022 14:55:00 GMT+0530 (India Standard Time)","17661.95","17663.90","17650.30","17654.50","-0.04","-0.04","0","17681.15","17633.42","17689.01","40.45"
"Tue Sep 06 2022 15:00:00 GMT+0530 (India Standard Time)","17653.55","17667.80","17649.45","17660.70","0.04","0.04","0","17682.00","17634.09","17689.01","43.06"
"Tue Sep 06 2022 15:05:00 GMT+0530 (India Standard Time)","17661.30","17680.60","17657.90","17671.10","0.06","0.06","0","17682.75","17634.85","17689.01","47.25"
"Tue Sep 06 2022 15:10:00 GMT+0530 (India Standard Time)","17671.55","17673.65","17651.00","17653.05","-0.10","-0.10","0","17683.10","17635.48","17689.01","41.54"
"Tue Sep 06 2022 15:15:00 GMT+0530 (India Standard Time)","17653.00","17657.15","17648.95","17651.60","-0.01","-0.01","0","17682.84","17636.13","17689.01","41.11"
"Tue Sep 06 2022 15:20:00 GMT+0530 (India Standard Time)","17651.30","17653.35","17646.80","17649.85","-0.01","-0.01","0","17682.49","17636.71","17689.01","40.57"
"Tue Sep 06 2022 15:25:00 GMT+0530 (India Standard Time)","17649.85","17653.60","17641.50","17651.60","0.01","0.01","0","17682.20","17637.30","17689.01","41.40"
"Wed Sep 07 2022 09:15:00 GMT+0530 (India Standard Time)","17519.40","17566.25","17519.40","17559.75","-0.52","-0.52","0","17680.28","17637.44","17689.01","23.05"
"Wed Sep 07 2022 09:20:00 GMT+0530 (India Standard Time)","17557.85","17584.30","17548.55","17582.55","0.13","0.13","0","17678.83","17637.69","17624.81","31.20"
"Wed Sep 07 2022 09:25:00 GMT+0530 (India Standard Time)","17581.40","17593.30","17564.30","17569.95","-0.07","-0.07","0","17677.20","17637.95","17624.81","29.35"
"Wed Sep 07 2022 09:30:00 GMT+0530 (India Standard Time)","17569.60","17574.00","17543.85","17553.95","-0.09","-0.09","0","17675.14","17638.15","17624.81","27.15"
"Wed Sep 07 2022 09:35:00 GMT+0530 (India Standard Time)","17552.40","17589.55","17547.45","17582.70","0.16","0.16","0","17673.34","17638.36","17623.03","36.39"
"Wed Sep 07 2022 09:40:00 GMT+0530 (India Standard Time)","17581.75","17583.55","17567.65","17579.15","-0.02","-0.02","0","17671.55","17638.57","17623.03","35.78"
"Wed Sep 07 2022 09:45:00 GMT+0530 (India Standard Time)","17577.40","17583.85","17567.80","17574.85","-0.02","-0.02","0","17669.66","17638.75","17623.03","35.02"
"Wed Sep 07 2022 09:50:00 GMT+0530 (India Standard Time)","17572.65","17591.40","17572.65","17576.55","0.01","0.01","0","17667.38","17638.92","17623.03","35.61"
"Wed Sep 07 2022 09:55:00 GMT+0530 (India Standard Time)","17576.20","17577.25","17559.45","17568.35","-0.05","-0.05","0","17664.88","17639.02","17623.03","34.03"
"Wed Sep 07 2022 10:00:00 GMT+0530 (India Standard Time)","17567.65","17586.45","17564.40","17583.25","0.08","0.08","0","17662.76","17639.14","17623.03","39.29"
"Wed Sep 07 2022 10:05:00 GMT+0530 (India Standard Time)","17581.10","17585.70","17574.70","17585.35","0.01","0.01","0","17660.82","17639.29","17623.03","40.02"
"Wed Sep 07 2022 10:10:00 GMT+0530 (India Standard Time)","17584.60","17592.80","17577.05","17579.00","-0.04","-0.04","0","17658.55","17639.38","17623.03","38.52"
"Wed Sep 07 2022 10:15:00 GMT+0530 (India Standard Time)","17577.30","17578.50","17566.65","17574.15","-0.03","-0.03","0","17656.02","17639.40","17623.03","37.37"
"Wed Sep 07 2022 10:20:00 GMT+0530 (India Standard Time)","17572.20","17575.50","17567.20","17567.60","-0.04","-0.04","0","17653.41","17639.38","17623.03","35.81"
"Wed Sep 07 2022 10:25:00 GMT+0530 (India Standard Time)","17565.05","17585.75","17563.35","17581.10","0.08","0.08","0","17650.88","17639.46","17623.03","41.25"
"Wed Sep 07 2022 10:30:00 GMT+0530 (India Standard Time)","17580.85","17583.95","17573.35","17577.95","-0.02","-0.02","0","17648.40","17639.57","17623.03","40.39"
"Wed Sep 07 2022 10:35:00 GMT+0530 (India Standard Time)","17577.70","17582.30","17563.85","17569.20","-0.05","-0.05","0","17645.62","17639.58","17623.03","38.02"
"Wed Sep 07 2022 10:40:00 GMT+0530 (India Standard Time)","17568.95","17573.75","17565.45","17567.10","-0.01","-0.01","0","17642.91","17639.60","17623.03","37.45"
"Wed Sep 07 2022 10:45:00 GMT+0530 (India Standard Time)","17567.20","17573.75","17561.25","17571.10","0.02","0.02","0","17640.08","17639.60","17623.03","39.31"
"Wed Sep 07 2022 10:50:00 GMT+0530 (India Standard Time)","17571.25","17572.25","17551.50","17554.20","-0.10","-0.10","0","17637.04","17639.48","17623.03","34.62"
"Wed Sep 07 2022 10:55:00 GMT+0530 (India Standard Time)","17553.80","17558.80","17545.30","17548.55","-0.03","-0.03","0","17634.02","17639.37","17612.46","33.20"
"Wed Sep 07 2022 11:00:00 GMT+0530 (India Standard Time)","17549.30","17553.75","17541.65","17550.90","0.01","0.01","0","17631.35","17639.23","17605.97","34.41"
"Wed Sep 07 2022 11:05:00 GMT+0530 (India Standard Time)","17550.95","17559.55","17549.55","17552.30","0.01","0.01","0","17628.52","17639.06","17605.97","35.16"
"Wed Sep 07 2022 11:10:00 GMT+0530 (India Standard Time)","17552.10","17552.10","17538.55","17538.55","-0.08","-0.08","0","17625.47","17638.80","17605.97","31.35"
"Wed Sep 07 2022 11:15:00 GMT+0530 (India Standard Time)","17538.55","17549.30","17533.30","17548.85","0.06","0.06","0","17622.57","17638.61","17593.04","36.87"
"Wed Sep 07 2022 11:20:00 GMT+0530 (India Standard Time)","17550.10","17552.75","17539.95","17546.80","-0.01","-0.01","0","17619.55","17638.42","17593.04","36.24"
"Wed Sep 07 2022 11:25:00 GMT+0530 (India Standard Time)","17546.90","17558.60","17546.15","17554.50","0.04","0.04","0","17616.42","17638.24","17593.04","40.33"
"Wed Sep 07 2022 11:30:00 GMT+0530 (India Standard Time)","17555.00","17568.60","17554.75","17566.40","0.07","0.07","0","17613.89","17638.16","17593.04","46.08"
"Wed Sep 07 2022 11:35:00 GMT+0530 (India Standard Time)","17566.30","17569.60","17558.35","17560.15","-0.04","-0.04","0","17611.22","17638.06","17593.04","43.70"
"Wed Sep 07 2022 11:40:00 GMT+0530 (India Standard Time)","17560.30","17569.10","17556.00","17569.05","0.05","0.05","0","17609.02","17637.94","17593.04","47.83"
"Wed Sep 07 2022 11:45:00 GMT+0530 (India Standard Time)","17569.00","17583.10","17567.00","17582.05","0.07","0.07","0","17606.99","17637.91","17593.04","53.24"
"Wed Sep 07 2022 11:50:00 GMT+0530 (India Standard Time)","17582.65","17604.35","17579.90","17603.00","0.12","0.12","0","17605.12","17637.96","17593.04","60.36"
"Wed Sep 07 2022 11:55:00 GMT+0530 (India Standard Time)","17603.10","17608.70","17598.70","17604.35","0.01","0.01","0","17603.47","17637.94","17551.31","60.78"
"Wed Sep 07 2022 12:00:00 GMT+0530 (India Standard Time)","17604.30","17607.75","17599.10","17602.10","-0.01","-0.01","0","17601.67","17637.88","17553.69","59.66"
"Wed Sep 07 2022 12:05:00 GMT+0530 (India Standard Time)","17601.80","17605.20","17597.95","17602.35","0","0","0","17599.78","17637.83","17553.69","59.75"
"Wed Sep 07 2022 12:10:00 GMT+0530 (India Standard Time)","17602.65","17617.30","17602.65","17614.60","0.07","0.07","0","17598.31","17637.83","17554.19","63.94"
"Wed Sep 07 2022 12:15:00 GMT+0530 (India Standard Time)","17614.85","17633.60","17611.30","17630.40","0.09","0.09","0","17597.01","17637.97","17566.60","68.49"
"Wed Sep 07 2022 12:20:00 GMT+0530 (India Standard Time)","17630.40","17636.55","17624.25","17625.20","-0.03","-0.03","0","17595.44","17638.05","17581.50","65.56"
"Wed Sep 07 2022 12:25:00 GMT+0530 (India Standard Time)","17625.60","17628.55","17615.45","17619.40","-0.03","-0.03","0","17593.99","17638.24","17581.50","62.35"
"Wed Sep 07 2022 12:30:00 GMT+0530 (India Standard Time)","17619.10","17629.10","17615.45","17625.10","0.03","0.03","0","17593.19","17638.52","17581.50","64.20"
"Wed Sep 07 2022 12:35:00 GMT+0530 (India Standard Time)","17626.45","17630.80","17623.90","17624.55","0","0","0","17592.86","17638.81","17581.50","63.87"
"Wed Sep 07 2022 12:40:00 GMT+0530 (India Standard Time)","17623.75","17625.00","17615.00","17616.10","-0.05","-0.05","0","17591.94","17639.10","17581.50","58.91"
"Wed Sep 07 2022 12:45:00 GMT+0530 (India Standard Time)","17615.60","17617.10","17599.90","17602.15","-0.08","-0.08","0","17590.75","17639.38","17581.50","51.76"
"Wed Sep 07 2022 12:50:00 GMT+0530 (India Standard Time)","17602.00","17619.65","17601.75","17613.05","0.06","0.06","0","17589.92","17639.72","17581.50","56.23"
"Wed Sep 07 2022 12:55:00 GMT+0530 (India Standard Time)","17612.95","17621.40","17609.90","17621.40","0.05","0.05","0","17589.14","17640.17","17581.50","59.34"
"Wed Sep 07 2022 13:00:00 GMT+0530 (India Standard Time)","17621.15","17621.85","17610.60","17618.35","-0.02","-0.02","0","17588.08","17640.55","17581.50","57.73"
"Wed Sep 07 2022 13:05:00 GMT+0530 (India Standard Time)","17619.35","17621.00","17612.90","17618.45","0","0","0","17587.39","17640.89","17581.50","57.77"
"Wed Sep 07 2022 13:10:00 GMT+0530 (India Standard Time)","17618.35","17621.15","17614.90","17617.85","0","0","0","17586.72","17641.30","17581.50","57.41"
"Wed Sep 07 2022 13:15:00 GMT+0530 (India Standard Time)","17617.70","17632.75","17617.70","17627.65","0.06","0.06","0","17586.27","17641.74","17581.50","61.57"
"Wed Sep 07 2022 13:20:00 GMT+0530 (India Standard Time)","17627.60","17630.90","17624.90","17629.80","0.01","0.01","0","17585.84","17642.25","17584.68","62.44"
"Wed Sep 07 2022 13:25:00 GMT+0530 (India Standard Time)","17630.10","17648.15","17627.55","17647.85","0.10","0.10","0","17587.60","17642.43","17588.02","68.80"
"Wed Sep 07 2022 13:30:00 GMT+0530 (India Standard Time)","17647.90","17650.70","17640.30","17647.70","0","0","0","17588.90","17642.67","17605.11","68.70"
"Wed Sep 07 2022 13:35:00 GMT+0530 (India Standard Time)","17648.10","17648.25","17640.50","17644.15","-0.02","-0.02","0","17590.38","17642.92","17605.51","66.15"
"Wed Sep 07 2022 13:40:00 GMT+0530 (India Standard Time)","17645.00","17650.05","17632.65","17632.65","-0.07","-0.07","0","17591.96","17642.92","17605.51","58.56"
"Wed Sep 07 2022 13:45:00 GMT+0530 (India Standard Time)","17633.40","17638.45","17625.40","17625.40","-0.04","-0.04","0","17592.81","17642.92","17605.51","54.33"
"Wed Sep 07 2022 13:50:00 GMT+0530 (India Standard Time)","17626.35","17634.00","17621.45","17634.00","0.05","0.05","0","17593.91","17642.90","17605.51","58.19"
"Wed Sep 07 2022 13:55:00 GMT+0530 (India Standard Time)","17633.40","17639.80","17630.10","17636.85","0.02","0.02","0","17595.15","17642.97","17605.51","59.41"
"Wed Sep 07 2022 14:00:00 GMT+0530 (India Standard Time)","17636.85","17641.55","17627.55","17635.20","-0.01","-0.01","0","17596.32","17642.96","17605.51","58.34"
"Wed Sep 07 2022 14:05:00 GMT+0530 (India Standard Time)","17634.95","17646.30","17634.00","17638.95","0.02","0.02","0","17597.73","17642.98","17605.51","60.10"
"Wed Sep 07 2022 14:10:00 GMT+0530 (India Standard Time)","17639.20","17639.20","17628.95","17628.95","-0.06","-0.06","0","17598.65","17642.94","17605.51","53.62"
"Wed Sep 07 2022 14:15:00 GMT+0530 (India Standard Time)","17628.25","17644.15","17626.75","17644.15","0.09","0.09","0","17599.82","17642.89","17605.51","60.57"
"Wed Sep 07 2022 14:20:00 GMT+0530 (India Standard Time)","17644.25","17646.70","17639.25","17644.00","0","0","0","17601.12","17642.87","17605.51","60.48"
"Wed Sep 07 2022 14:25:00 GMT+0530 (India Standard Time)","17644.50","17644.50","17630.70","17635.05","-0.05","-0.05","0","17602.34","17642.84","17605.51","54.87"
"Wed Sep 07 2022 14:30:00 GMT+0530 (India Standard Time)","17635.65","17637.95","17602.25","17602.25","-0.19","-0.19","0","17603.04","17642.58","17605.51","40.17"
"Wed Sep 07 2022 14:35:00 GMT+0530 (India Standard Time)","17603.15","17616.30","17599.00","17615.95","0.08","0.08","0","17603.73","17642.40","17645.48","46.60"
"Wed Sep 07 2022 14:40:00 GMT+0530 (India Standard Time)","17616.45","17623.05","17609.10","17609.75","-0.04","-0.04","0","17604.37","17642.18","17645.48","44.28"
"Wed Sep 07 2022 14:45:00 GMT+0530 (India Standard Time)","17610.30","17624.95","17608.75","17622.35","0.07","0.07","0","17605.43","17642.13","17645.48","49.76"
"Wed Sep 07 2022 14:50:00 GMT+0530 (India Standard Time)","17621.95","17623.50","17608.65","17609.50","-0.07","-0.07","0","17606.28","17641.98","17645.48","44.91"
"Wed Sep 07 2022 14:55:00 GMT+0530 (India Standard Time)","17610.20","17619.05","17605.00","17615.90","0.04","0.04","0","17607.18","17641.82","17645.48","47.65"
"Wed Sep 07 2022 15:00:00 GMT+0530 (India Standard Time)","17614.70","17628.90","17610.50","17619.65","0.02","0.02","0","17608.48","17641.71","17645.48","49.24"
"Wed Sep 07 2022 15:05:00 GMT+0530 (India Standard Time)","17619.65","17624.95","17615.25","17617.15","-0.01","-0.01","0","17609.86","17641.66","17645.48","48.19"
"Wed Sep 07 2022 15:10:00 GMT+0530 (India Standard Time)","17616.95","17624.75","17615.30","17617.10","0","0","0","17611.18","17641.61","17645.48","48.16"
"Wed Sep 07 2022 15:15:00 GMT+0530 (India Standard Time)","17617.10","17632.25","17616.50","17631.75","0.08","0.08","0","17612.77","17641.55","17645.48","54.73"
"Wed Sep 07 2022 15:20:00 GMT+0530 (India Standard Time)","17632.35","17638.60","17625.65","17627.75","-0.02","-0.02","0","17614.55","17641.52","17645.48","52.77"
"Wed Sep 07 2022 15:25:00 GMT+0530 (India Standard Time)","17627.40","17632.30","17623.00","17629.50","0.01","0.01","0","17616.17","17641.55","17645.48","53.55"
"Thu Sep 08 2022 09:15:00 GMT+0530 (India Standard Time)","17748.15","17765.10","17732.80","17733.90","0.59","0.59","0","17619.91","17642.07","17645.48","77.55"
"Thu Sep 08 2022 09:20:00 GMT+0530 (India Standard Time)","17733.75","17769.20","17733.70","17767.95","0.19","0.19","0","17624.18","17642.78","17674.39","81.00"
"Thu Sep 08 2022 09:25:00 GMT+0530 (India Standard Time)","17768.75","17780.30","17768.05","17774.50","0.04","0.04","0","17628.34","17643.52","17706.20","81.58"
"Thu Sep 08 2022 09:30:00 GMT+0530 (India Standard Time)","17775.35","17786.30","17771.65","17782.55","0.05","0.05","0","17632.79","17644.29","17713.93","82.30"
"Thu Sep 08 2022 09:35:00 GMT+0530 (India Standard Time)","17781.95","17791.10","17771.50","17774.60","-0.04","-0.04","0","17636.90","17645.00","17722.77","79.01"
"Thu Sep 08 2022 09:40:00 GMT+0530 (India Standard Time)","17775.40","17776.35","17760.30","17773.00","-0.01","-0.01","0","17640.72","17645.65","17722.77","78.33"
"Thu Sep 08 2022 09:45:00 GMT+0530 (India Standard Time)","17772.05","17778.80","17761.90","17765.25","-0.04","-0.04","0","17643.96","17646.26","17722.77","74.97"
"Thu Sep 08 2022 09:50:00 GMT+0530 (India Standard Time)","17765.45","17778.05","17763.10","17774.85","0.05","0.05","0","17647.37","17646.93","17722.77","76.32"
"Thu Sep 08 2022 09:55:00 GMT+0530 (India Standard Time)","17773.55","17774.90","17755.50","17766.45","-0.05","-0.05","0","17650.66","17647.54","17722.77","72.61"
"Thu Sep 08 2022 10:00:00 GMT+0530 (India Standard Time)","17766.35","17772.75","17760.65","17772.40","0.03","0.03","0","17654.06","17648.15","17722.77","73.59"
"Thu Sep 08 2022 10:05:00 GMT+0530 (India Standard Time)","17772.15","17776.00","17755.55","17760.00","-0.07","-0.07","0","17656.97","17648.65","17722.77","68.13"
"Thu Sep 08 2022 10:10:00 GMT+0530 (India Standard Time)","17759.20","17771.10","17755.35","17770.00","0.06","0.06","0","17659.76","17649.16","17722.77","70.06"
"Thu Sep 08 2022 10:15:00 GMT+0530 (India Standard Time)","17769.95","17787.15","17769.95","17777.40","0.04","0.04","0","17662.80","17649.70","17722.77","71.44"
"Thu Sep 08 2022 10:20:00 GMT+0530 (India Standard Time)","17777.10","17779.40","17762.55","17768.05","-0.05","-0.05","0","17665.78","17650.20","17722.77","67.23"
"Thu Sep 08 2022 10:25:00 GMT+0530 (India Standard Time)","17767.95","17768.90","17763.40","17764.50","-0.02","-0.02","0","17668.57","17650.66","17722.77","65.64"
"Thu Sep 08 2022 10:30:00 GMT+0530 (India Standard Time)","17764.50","17764.80","17758.00","17762.40","-0.01","-0.01","0","17671.32","17651.10","17722.77","64.67"
